"Relative Time (Process)","raschka_gpu_45887 - system/cpu","raschka_gpu_45887 - system/cpu__MIN","raschka_gpu_45887 - system/cpu__MAX","raschka_gpu_5678 - system/cpu","raschka_gpu_5678 - system/cpu__MIN","raschka_gpu_5678 - system/cpu__MAX","raschka_gpu_123 - system/cpu","raschka_gpu_123 - system/cpu__MIN","raschka_gpu_123 - system/cpu__MAX","karpathy_gpu_45887 - system/cpu","karpathy_gpu_45887 - system/cpu__MIN","karpathy_gpu_45887 - system/cpu__MAX","karpathy_gpu_5678 - system/cpu","karpathy_gpu_5678 - system/cpu__MIN","karpathy_gpu_5678 - system/cpu__MAX","karpathy_gpu_123 - system/cpu","karpathy_gpu_123 - system/cpu__MIN","karpathy_gpu_123 - system/cpu__MAX"
"2115.332783034","","","","","","","3.3678720261246635","3.3678720261246635","3.3678720261246635","","","","","","","","",""
"2115.35070241","","","","3.3718331484550834","3.3718331484550834","3.3718331484550834","","","","","","","","","","","",""
"2130.285786165","3.36940431060213","3.36940431060213","3.36940431060213","","","","","","","","","","","","","","",""
"2130.332860644","","","","","","","3.3676466396596374","3.3676466396596374","3.3676466396596374","","","","","","","","",""
"2130.350651689","","","","3.3715649660347418","3.3715649660347418","3.3715649660347418","","","","","","","","","","","",""
"2145.285662312","3.369154953337528","3.369154953337528","3.369154953337528","","","","","","","","","","","","","","",""
"2145.332880844","","","","","","","3.3674091386860985","3.3674091386860985","3.3674091386860985","","","","","","","","",""
"2145.351274846","","","","3.3717915028759204","3.3717915028759204","3.3717915028759204","","","","","","","","","","","",""
"2160.286346448","3.3693963918981926","3.3693963918981926","3.3693963918981926","","","","","","","","","","","","","","",""
"2160.332091282","","","","","","","3.367664892877984","3.367664892877984","3.367664892877984","","","","","","","","",""
"2160.351306838","","","","3.3715280377329138","3.3715280377329138","3.3715280377329138","","","","","","","","","","","",""
"2175.286582004","3.369149975924563","3.369149975924563","3.369149975924563","","","","","","","","","","","","","","",""
"2175.33246883","","","","","","","3.367430046716638","3.367430046716638","3.367430046716638","","","","","","","","",""
"2175.35091457","","","","3.371282281350675","3.371282281350675","3.371282281350675","","","","","","","","","","","",""
"2190.286732268","3.368922403903004","3.368922403903004","3.368922403903004","","","","","","","","","","","","","","",""
"2190.332409216","","","","","","","3.3672139849996707","3.3672139849996707","3.3672139849996707","","","","","","","","",""
"2190.351186307","","","","3.371039606362227","3.371039606362227","3.371039606362227","","","","","","","","","","","",""
"2205.285840435","3.368698517742239","3.368698517742239","3.368698517742239","","","","","","","","","","","","","","",""
"2205.33261613","","","","","","","3.3674942754469623","3.3674942754469623","3.3674942754469623","","","","","","","","",""
"2205.351636179","","","","3.3712350166582663","3.3712350166582663","3.3712350166582663","","","","","","","","","","","",""
"2220.286603794","3.369010800843336","3.369010800843336","3.369010800843336","","","","","","","","","","","","","","",""
"2220.332198347","","","","","","","3.367266524433266","3.367266524433266","3.367266524433266","","","","","","","","",""
"2220.350586034","","","","3.37098204045243","3.37098204045243","3.37098204045243","","","","","","","","","","","",""
"2235.286631696","3.368788507994391","3.368788507994391","3.368788507994391","","","","","","","","","","","","","","",""
"2235.332702468","","","","","","","3.367054941002332","3.367054941002332","3.367054941002332","","","","","","","","",""
"2235.351231791","","","","3.370730913286701","3.370730913286701","3.370730913286701","","","","","","","","","","","",""
"2250.28649235","3.36855478601487","3.36855478601487","3.36855478601487","","","","","","","","","","","","","","",""
"2250.332387808","","","","","","","3.36683292701681","3.36683292701681","3.36683292701681","","","","","","","","",""
"2250.350680568","","","","3.370499546082623","3.370499546082623","3.370499546082623","","","","","","","","","","","",""
"2265.286440379","3.368338321178287","3.368338321178287","3.368338321178287","","","","","","","","","","","","","","",""
"2265.332384636","","","","","","","3.367094051926612","3.367094051926612","3.367094051926612","","","","","","","","",""
"2265.351085229","","","","3.37067782295189","3.37067782295189","3.37067782295189","","","","","","","","","","","",""
"2280.285789484","3.368748224580307","3.368748224580307","3.368748224580307","","","","","","","","","","","","","","",""
"2280.332602089","","","","","","","3.366888485363658","3.366888485363658","3.366888485363658","","","","","","","","",""
"2280.351179751","","","","3.3704489079181736","3.3704489079181736","3.3704489079181736","","","","","","","","","","","",""
"2295.286515151","3.3685180279868754","3.3685180279868754","3.3685180279868754","","","","","","","","","","","","","","",""
"2295.332724261","","","","","","","3.3666709331626166","3.3666709331626166","3.3666709331626166","","","","","","","","",""
"2295.350569468","","","","3.370209598110203","3.370209598110203","3.370209598110203","","","","","","","","","","","",""
"2310.286227093","3.3683064463500387","3.3683064463500387","3.3683064463500387","","","","","","","","","","","","","","",""
"2310.332317009","","","","","","","3.366471384597395","3.366471384597395","3.366471384597395","","","","","","","","",""
"2310.350665381","","","","3.369972417883773","3.369972417883773","3.369972417883773","","","","","","","","","","","",""
"2325.286750607","3.3686785735529563","3.3686785735529563","3.3686785735529563","","","","","","","","","","","","","","",""
"2325.333106609","","","","","","","3.366798185705787","3.366798185705787","3.366798185705787","","","","","","","","",""
"2325.350424717","","","","3.3701928699096313","3.3701928699096313","3.3701928699096313","","","","","","","","","","","",""
"2340.286583292","3.368454388202643","3.368454388202643","3.368454388202643","","","","","","","","","","","","","","",""
"2340.332405273","","","","","","","3.366586660152872","3.366586660152872","3.366586660152872","","","","","","","","",""
"2340.350697964","","","","3.3699585741816325","3.3699585741816325","3.3699585741816325","","","","","","","","","","","",""
"2355.286424089","3.3682470549706607","3.3682470549706607","3.3682470549706607","","","","","","","","","","","","","","",""
"2355.332195827","","","","","","","3.3663771831874882","3.3663771831874882","3.3663771831874882","","","","","","","","",""
"2355.350311415","","","","3.3697279391295116","3.3697279391295116","3.3697279391295116","","","","","","","","","","","",""
"2370.285915846","3.368014953624389","3.368014953624389","3.368014953624389","","","","","","","","","","","","","","",""
"2370.33262831","","","","","","","3.3661693686202416","3.3661693686202416","3.3661693686202416","","","","","","","","",""
"2370.350545232","","","","3.369513377596928","3.369513377596928","3.369513377596928","","","","","","","","","","","",""
"2385.287054284","3.368309545294482","3.368309545294482","3.368309545294482","","","","","","","","","","","","","","",""
"2385.332809504","","","","","","","3.3665736781474846","3.3665736781474846","3.3665736781474846","","","","","","","","",""
"2385.350373268","","","","3.3696896883243426","3.3696896883243426","3.3696896883243426","","","","","","","","","","","",""
"2400.285820063","3.3680947096568996","3.3680947096568996","3.3680947096568996","","","","","","","","","","","","","","",""
"2400.332306424","","","","","","","3.366368575866294","3.366368575866294","3.366368575866294","","","","","","","","",""
"2400.350170025","","","","3.3694648657129065","3.3694648657129065","3.3694648657129065","","","","","","","","","","","",""
"2415.286149071","3.3678940501562087","3.3678940501562087","3.3678940501562087","","","","","","","","","","","","","","",""
"2415.332458238","","","","","","","3.3661650924734956","3.3661650924734956","3.3661650924734956","","","","","","","","",""
"2415.350507973","","","","3.369255732875384","3.369255732875384","3.369255732875384","","","","","","","","","","","",""
"2430.286009908","3.3676828248052417","3.3676828248052417","3.3676828248052417","","","","","","","","","","","","","","",""
"2430.333012443","","","","","","","3.3659906510280524","3.3659906510280524","3.3659906510280524","","","","","","","","",""
"2430.350476774","","","","3.3690360957964787","3.3690360957964787","3.3690360957964787","","","","","","","","","","","",""
"2445.286096689","3.3679061733598052","3.3679061733598052","3.3679061733598052","","","","","","","","","","","","","","",""
"2445.3328742","","","","","","","3.36623835110618","3.36623835110618","3.36623835110618","","","","","","","","",""
"2445.350463065","","","","3.369210817909975","3.369210817909975","3.369210817909975","","","","","","","","","","","",""
"2460.285811733","3.3676976647938806","3.3676976647938806","3.3676976647938806","","","","","","","","","","","","","","",""
"2460.332632176","","","","","","","3.3660534250322205","3.3660534250322205","3.3660534250322205","","","","","","","","",""
